Timestamp,Provincia,Trabajo_Urbano/Rural,Tipo_de_beca,Ano_Convocatoria,Ano_de_retorno,Grado_Academico,Area_de_estudio,Trabaja_actualmente,Motivo_de_si/no_trabaja,Empleo_seguro,Empleo_adecuado,Transferencia_efectiva_de_habilidades,Sector_laboral,Tiempo_en_encontrar_empleo,Calidad_primer_empleo,Categoria_salarial,Lugar_de_trabajo,Numero_de_colegas,Satisfaccion_laboral,Motivo_(in)satisfaccion_laboral,Calidad_relativa_de_empleo ,Satisfaccion_salarial,Horas_semanales_de_trabajo,Tiempo_de_paro,Tiempo_de_busqueda,Tipo_de_gestion,Experiencia_laboral_previa,Motivos_dejar_previo_empleo,Motivo_subempleo,Deseos,Disponibilidad_para_trabajar,Tiempo_disponible_para_trabajar,Gestiones_aumento_hora_empleo,Motivo_cambio_empleo,Motivo_trabajo_mas_40hrs
4/19/18 03:27,Manabi,Zona Urbana,Convocatoria Abierta,2012,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Academia,12-Jun,Buscando por Internet,1500-2000,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no tener estabilidad laboral, En general, por las actividades o tareas que realiza",Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/19/18 04:01,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,No,Menos del 25%,Sector Publico,0-2,"Hablando con amigos o parientes, Acudiendo a agencias de empleo, Tratando de establecer su propio taller, empresa o negocio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1000-1500,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por muchas horas de trabajo, Por horarios de trabajo Inconveniente, Por no tener estabilidad laboral, En general, por las actividades o tareas que realiza, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Horas extras"
4/19/18 10:49,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Volv a mi trabajo anterior,2000-2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/19/18 12:35,Canar,Zona Rural,Convocatoria Abierta,2012,2015,Doctorado,"Ciencias sociales, derecho y humanidades",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,6 meses,Enviar o presentar hojas de vida (carpeta),mas de 4 a̱os,NA,NA,,NA,NA,,,
4/19/18 12:52,Tungurahua,Zona Rural,Convocatoria Abierta,2012,2016,Doctorado,Salud y bienestar,SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 semana,Otra gestin,2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 12:55,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2017,Doctorado,Salud y bienestar,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,1 mes,"Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",menos 2 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 13:14,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2017,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,1 mes,"Hablar con amigos o parientes, Enviar o presentar hojas de vida (carpeta)",2-4 a̱os,Renuncia voluntaria,NA,,NA,NA,,,
4/19/18 14:48,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,"Ingeniera, industria y construccion",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 semana,"Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet",mas de 4 a̱os,NA,NA,,NA,NA,,,
4/19/18 16:28,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,Artes,SI,NA,SI,Si,Menos del 25%,Academia,6-Feb,"Acudiendo a sitios de contratacin temporal, Hablando con amigos o parientes, Buscando en la prensa o radio, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",menos 386,Se desplaza (distintos lugares),Menos de 100,Descontento pero conforme,"Por tener ingresos bajos, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Igual,No,Menos de 40 horas,NA,NA,,NA,NA,Unica opcion disponible,"Trabajar ms horas en su (s) trabajo (s) actual (es), Trabajar ms horas en otro trabajo adicional",SI,Hasta 20 horas,"Buscar ms trabajo, Presentar solicitud a otros empleadores, Conseguir recursos financieros adicionales","Porque no trabaja jornada completa, Inseguridad en su trabajo, Los ingresos no son suficientes",
4/19/18 18:47,Santo Domingo de los Tsachilas,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 21:24,Guayas,Zona Urbana,Convocatoria Abierta,2012,2017,Doctorado,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Volv a mi trabajo anterior,Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/20/18 00:58,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,No,Entre el 25% y el 50%,Academia,6-Feb,"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",1000-1500,Local de una empresa o del patrono,Menos de 100,Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Estoy contento con mi trabajo",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/20/18 02:43,Guayas,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Entre el 50% y el 75%,Academia,6-Feb,Volv a mi trabajo anterior,1500-2000,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/20/18 05:45,Azuay,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,Si,Ms del 75%,Sector Privado,0-2,"Hablando con amigos o parientes, Volv a mi trabajo anterior",2000-2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Horas de trabajo necesarias para obtener un ingreso suficiente"
4/20/18 14:51,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Doctorado,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Volv a mi trabajo anterior,Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/20/18 19:39,Guayas,Zona Urbana,Convocatoria Abierta,2012,2017,Doctorado,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,6 meses,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",No,NA,NA,,NA,NA,,,
4/20/18 22:44,Azuay,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Menos del 25%,Academia,6-Feb,"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet",1000-1500,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por excesiva carga de trabajo en horarios normales, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes, Nepotismo e incumplimiento de compromisos.",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/22/18 18:51,Imbabura,Zona Rural,Convocatoria Abierta,2012,2016,Doctorado,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,1 mes,"Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Terminacin de contrato,NA,,NA,NA,,,
4/23/18 00:22,Guayas,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,0-2,"Buscando en la prensa o radio, Enviando o presentando hojas de vida (carpeta)",Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/23/18 02:38,Napo,Zona Rural,Convocatoria Abierta,2012,2016,Doctorado,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Ms del 75%,Sector Publico,0-2,"Enviando o presentando hojas de vida (carpeta), Otra gestin",Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Es habitual en investigacion y docencia trabajar extra en casa y fines de semana"
4/23/18 03:03,Manabi,Zona Urbana,Convocatoria Abierta,2012,2017,Doctorado,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Ms del 75%,Sector Publico,6-Feb,Enviando o presentando hojas de vida (carpeta),1500-2000,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 03:06,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2017,Maestria,Salud y bienestar,SI,NA,SI,No,Entre el 50% y el 75%,Sector Publico,6-Feb,"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1500-2000,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por excesiva carga de trabajo en horarios normales, En general, por las actividades o tareas que realiza",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas extras
4/23/18 03:30,Azuay,Zona Urbana,Convocatoria Abierta,2012,2013,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,Si,Ms del 75%,Academia,0-2,Volv a mi trabajo anterior,1500-2000,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 03:40,Pichincha,Zona Urbana,Becas de Excelencia,2012,2014,Maestria,Salud y bienestar,SI,NA,SI,Si,Ms del 75%,Sector Privado,0-2,Hablando con amigos o parientes,1000-1500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas extras
4/23/18 03:54,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2017,Doctorado,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Hablando con amigos o parientes,Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Horas de trabajo necesarias para obtener un ingreso suficiente"
4/23/18 05:43,Pichincha,Zona Urbana,Becas de Excelencia,2012,2014,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 25% y el 50%,Academia,6-Feb,"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1500-2000,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/23/18 12:21,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2017,Doctorado,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Hablando con amigos o parientes,1000-1500,Local de una empresa o del patrono,100 y ms,Contento,Por no tener estabilidad laboral,No trabajaba anteriormente,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 13:31,Chimborazo,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ciencias naturales, matemticas y estadistica",NO,Licencia sin sueldo,SI,No,Menos del 25%,Academia,12-Jun,Enviando o presentando hojas de vida (carpeta),2000-2500,Local de una empresa o del patrono,100 y ms,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Peor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 13:54,Pichincha,Zona Urbana,Becas de Excelencia,2012,2014,Maestria,Educacion,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,6 meses,"Buscar en la prensa o radio, Bscar por Internet",2-4 a̱os,NA,NA,,NA,NA,,,
4/23/18 14:33,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Sector Publico,6-Feb,"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1000-1500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/23/18 16:01,Pichincha,Zona Urbana,Becas de Excelencia,2012,2014,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,Si,Entre el 50% y el 75%,Academia,6-Feb,Enviando o presentando hojas de vida (carpeta),1500-2000,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 17:11,Pichincha,Zona Urbana,Becas de Excelencia,2012,2017,Ttulo de tercer nivel,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,6 meses,"Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",No,NA,NA,,NA,NA,,,
4/23/18 17:18,Guayas,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ingeniera, industria y construccion",SI,Enfermedad o accidente,SI,Si,Ms del 75%,Academia,12-Jun,"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",2000-2500,Se desplaza (distintos lugares),100 y ms,Contento,Estoy contento con mi trabajo,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas de trabajo necesarias para obtener un ingreso suficiente
4/23/18 18:30,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2013,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Enviando o presentando hojas de vida (carpeta),Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,Menos de 40 horas,NA,NA,,NA,NA,Porque su trabajo as lo exige,No desea trabajar ms horas,SI,Hasta 10 horas,Conseguir recursos financieros adicionales,,
4/23/18 18:40,Napo,Zona Rural,Convocatoria Abierta,2012,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,No,Entre el 25% y el 50%,Academia,12-Jun,"Buscando en la prensa o radio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1500-2000,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Horas extras"
4/23/18 20:14,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ciencias naturales, matemticas y estadistica",SI,Vacaciones o das feriados,SI,Si,Menos del 25%,Sector Privado,0-2,"Hablando con amigos o parientes, Enviando o presentando hojas de vida (carpeta)",2000-2500,Local de una empresa o del patrono,Menos de 100,Contento,Estoy contento con mi trabajo,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 21:24,Tungurahua,Zona Urbana,Becas de Excelencia,2012,2013,Maestria,Educacion,SI,NA,SI,Si,Ms del 75%,Sector Privado,0-2,Hablando con amigos o parientes,1000-1500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Horas extras"
4/23/18 21:34,Cotopaxi,Zona Urbana,Becas de Excelencia,2012,2016,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,6 meses,"Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",mas de 4 a̱os,Terminacin de contrato,NA,,NA,NA,,,
4/23/18 22:13,Loja,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,SI,No,Entre el 25% y el 50%,Sector Publico,12 mas,Enviando o presentando hojas de vida (carpeta),1000-1500,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por excesiva carga de trabajo en horarios normales, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",No trabajaba anteriormente,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/24/18 00:30,Azuay,Zona Urbana,Convocatoria Abierta,2012,2014,Doctorado,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Volv a mi trabajo anterior,Mas 2500,Local de una empresa o del patrono,100 y ms,Poco Contento,Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes,Peor,No,Menos de 40 horas,NA,NA,,NA,NA,Porque su trabajo as lo exige,Cambiar el (los) trabajo (s) actual (es) por otro trabajo con ms horas,SI,Hasta 10 horas,"Buscar ms trabajo, Presentar solicitud a otros empleadores",Porque no trabaja jornada completa,
4/24/18 04:35,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,No,Entre el 25% y el 50%,Sector Privado,6-Feb,Enviando o presentando hojas de vida (carpeta),500-1000,Se desplaza (distintos lugares),Menos de 100,Poco Contento,Por no poder trabajar en el rea de su especializacin,Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/24/18 15:07,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Sector Privado,0-2,"Volv a mi trabajo anterior, Otra gestin",2000-2500,Local de una empresa o del patrono,Menos de 100,Contento,,Igual,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/24/18 16:03,Los Rios,Zona Urbana,Convocatoria Abierta,2012,2017,Doctorado,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,SI,Si,Entre el 25% y el 50%,Sector Publico,0-2,Volv a mi trabajo anterior,Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,,Igual,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/24/18 17:33,Loja,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Volv a mi trabajo anterior,1000-1500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas extras
4/24/18 18:06,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,6-Feb,"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1500-2000,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/24/18 21:01,Guayas,Zona Urbana,Convocatoria Abierta,2012,2018,Doctorado,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 mes,"Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/24/18 21:12,Guayas,Zona Urbana,Otras,2012,2017,Otro,Salud y bienestar,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",menos 2 a̱os,Terminacin de contrato,NA,,NA,NA,,,
4/25/18 01:06,Imbabura,Zona Urbana,Becas de Excelencia,2012,2014,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Entre el 50% y el 75%,Academia,0-2,"Hablando con amigos o parientes, Tratando de establecer su propio taller, empresa o negocio, Enviando o presentando hojas de vida (carpeta)",1000-1500,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por tener ingresos bajos, Por excesiva carga de trabajo en horarios normales, Por las pocas posibilidades de progresar",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Exceso de trabajo o clientes, Horas de trabajo necesarias para obtener un ingreso suficiente"
4/25/18 01:12,Guayas,Zona Rural,Becas de Excelencia,2012,2015,Ttulo de tercer nivel,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,SI,Si,Entre el 25% y el 50%,Sector Privado,12-Jun,"Buscando en la prensa o radio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",500-1000,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por tener ingresos bajos, Por muchas horas de trabajo, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/26/18 04:40,Pichincha,Zona Urbana,Otras,2012,2016,Doctorado,"Ciencias naturales, matemticas y estadistica",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 semana,Bscar por Internet,mas de 4 a̱os,Terminacin de contrato,NA,,NA,NA,,,
4/26/18 22:54,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
5/2/18 13:56,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,Si,Ms del 75%,Academia,0-2,Hablando con amigos o parientes,1500-2000,Local de una empresa o del patrono,Menos de 100,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
5/3/18 05:59,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2020,Doctorado,Tecnologas de la informacion y la comunicacion,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,6 meses,"Acudir a sitios de contratacin temporal, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
5/10/18 20:42,Azuay,Zona Urbana,Convocatoria Abierta,2012,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Academia,0-2,"Acudiendo a sitios de contratacin temporal, Hablando con amigos o parientes, Buscando en la prensa o radio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",500-1000,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,Menos de 40 horas,NA,NA,,NA,NA,Porque su trabajo as lo exige,Trabajar ms horas en su (s) trabajo (s) actual (es),SI,Hasta 10 horas,Conseguir recursos financieros adicionales,,
5/11/18 14:56,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,No,Menos del 25%,Sector Privado,6-Feb,"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet",500-1000,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por muchas horas de trabajo, Por no tener estabilidad laboral",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas de trabajo necesarias para obtener un ingreso suficiente
5/16/18 13:19,El Oro,Zona Rural,Convocatoria Abierta,2012,2017,Doctorado,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 a̱o o mas,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
5/16/18 16:12,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,No,Menos del 25%,Sector Publico,12-Jun,"Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta), Otra gestin",500-1000,Local de una empresa o del patrono,Menos de 100,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
