Timestamp,Provincia,Donde Trabaja,Tipo de beca,AnoConvocatoria,Ano de retorno,Grado Academico,Area de estudio,Trabaja actualmente,Motivo de si/no trabaja,Empleo seguro,Empleo adecuado,Transferencia efectiva de habilidades,Sector laboral,Tiempo para encontrar empleo,Calidad primer empleo,Categoria salarial,Lugar de trabajo,Numero de colegas,Satisfaccion laboral,Motivo (in)satisfaccion laboral,Calidad relativa de empleo ,Satisfaccion salarial,Horas semanales de trabajo,Tiempo de paro,Tiempo de busqueda,Tipo de gestion,Experiencia laboral previa,Motivos dejar previo empleo,Motivo subempleo,Deseos,Disponibilidad para trabajar,Tiempo disponible para trabajar,Gestiones aumento hora empleo,Motivo cambio empleo,Motivo trabajo mas 40hrs
4/18/18 23:52,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace ms de 1 aÐo,Bscar por Internet,Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 00:21,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2016,Doctorado,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,publicaciones
4/19/18 02:23,Pichincha,Zona Urbana,Becas de Excelencia,2012.00,2017,Ttulo de tercer nivel,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 6 meses,"Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",No,,,,,,,,
4/19/18 03:27,Manab,Zona Urbana,Convocatoria Abierta,2012.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),Buscando por Internet,Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no tener estabilidad laboral, En general, por las actividades o tareas que realiza",Mejorado,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/19/18 04:01,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,No,Menos del 25%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Acudiendo a agencias de empleo, Tratando de establecer su propio taller, empresa o negocio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por muchas horas de trabajo, Por horarios de trabajo Inconveniente, Por no tener estabilidad laboral, En general, por las actividades o tareas que realiza, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Sigue igual,No,40 horas o ms,,,,,,,,,,,,"Horario normal, Horas extras"
4/19/18 10:49,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/19/18 12:35,CaÐar,Zona Rural,Convocatoria Abierta,2012.00,2015,Doctorado,"Ciencias sociales, derecho y humanidades",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 6 meses,Enviar o presentar hojas de vida (carpeta),Si - Ms de 4 aÐos de experiencia laboral,,,,,,,,
4/19/18 12:52,Tungurahua,Zona Rural,Convocatoria Abierta,2012.00,2016,Doctorado,Salud y bienestar,SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 1 semana,Otra gestin,Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 12:55,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2017,Doctorado,Salud y bienestar,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 1 mes,"Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Menos de dos aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 13:14,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2017,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 1 mes,"Hablar con amigos o parientes, Enviar o presentar hojas de vida (carpeta)",Si - Entre dos a 4 aÐos de experiencia laboral,Renuncia voluntaria,,,,,,,
4/19/18 14:48,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,"Ingeniera, industria y construccin",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 1 semana,"Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet",Si - Ms de 4 aÐos de experiencia laboral,,,,,,,,
4/19/18 16:28,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,Artes,SI,,SI,Si,Menos del 25%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Acudiendo a sitios de contratacin temporal, Hablando con amigos o parientes, Buscando en la prensa o radio, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Menos del salario bsico unificado (386 dlares mensuales),Se desplaza (distintos lugares),Menos de 100,Descontento pero conforme,"Por tener ingresos bajos, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Sigue igual,No,Menos de 40 horas,,,,,,No pudo conseguir ms trabajo,"Trabajar ms horas en su (s) trabajo (s) actual (es), Trabajar ms horas en otro trabajo adicional",S,Hasta 20 horas ms,"Buscar ms trabajo, Presentar solicitud a otros empleadores, Conseguir recursos financieros adicionales","Porque no trabaja jornada completa, Inseguridad en su trabajo, Los ingresos no son suficientes",
4/19/18 18:47,Santo Domingo de los Tschilas,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 21:24,Guayas,Zona Urbana,Convocatoria Abierta,2012.00,2017,Doctorado,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/20/18 00:58,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,"Ingeniera, industria y construccin",SI,,SI,No,Entre el 25% y el 50%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Estoy contento con mi trabajo",Empeor,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/20/18 02:43,Guayas,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Volv a mi trabajo anterior,Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Empeor,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/20/18 05:45,Azuay,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Ms del 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Volv a mi trabajo anterior",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,"Horario normal, Horas de trabajo necesarias para obtener un ingreso suficiente"
4/20/18 14:51,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Doctorado,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/20/18 19:39,Guayas,Zona Urbana,Convocatoria Abierta,2012.00,2017,Doctorado,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 semana,hace 6 meses,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",No,,,,,,,,
4/20/18 22:44,Azuay,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Menos del 25%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por excesiva carga de trabajo en horarios normales, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes, Nepotismo e incumplimiento de compromisos.",Mejorado,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/22/18 18:51,Imbabura,Zona Rural,Convocatoria Abierta,2012.00,2016,Doctorado,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 1 mes,"Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
4/23/18 00:22,Guayas,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),"Buscando en la prensa o radio, Enviando o presentando hojas de vida (carpeta)",Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/23/18 02:38,Napo,Zona Rural,Convocatoria Abierta,2012.00,2016,Doctorado,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Ms del 75%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),"Enviando o presentando hojas de vida (carpeta), Otra gestin",Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,"Horario normal, Es habitual en investigacion y docencia trabajar extra en casa y fines de semana"
4/23/18 03:03,Manab,Zona Urbana,Convocatoria Abierta,2012.00,2017,Doctorado,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Ms del 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Enviando o presentando hojas de vida (carpeta),Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 03:06,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2017,Maestria,Salud y bienestar,SI,,SI,No,Entre el 50% y el 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por excesiva carga de trabajo en horarios normales, En general, por las actividades o tareas que realiza",Mejorado,No,40 horas o ms,,,,,,,,,,,,Horas extras
4/23/18 03:30,Azuay,Zona Urbana,Convocatoria Abierta,2012.00,2013,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 03:40,Pichincha,Zona Urbana,Becas de Excelencia,2012.00,2014,Maestria,Salud y bienestar,SI,,SI,Si,Ms del 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),Hablando con amigos o parientes,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horas extras
4/23/18 03:54,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2017,Doctorado,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Hablando con amigos o parientes,Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,"Horario normal, Horas de trabajo necesarias para obtener un ingreso suficiente"
4/23/18 05:43,Pichincha,Zona Urbana,Becas de Excelencia,2012.00,2014,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 25% y el 50%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejorado,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/23/18 12:21,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2017,Doctorado,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Hablando con amigos o parientes,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Contento,Por no tener estabilidad laboral,No trabajaba anteriormente,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 13:31,Chimborazo,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ciencias naturales, matemticas y estadstica",NO,Licencia sin sueldo,SI,No,Menos del 25%,Academia,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),Enviando o presentando hojas de vida (carpeta),Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Empeor,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 13:54,Pichincha,Zona Urbana,Becas de Excelencia,2012.00,2014,Maestria,Educacin,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 6 meses,hace 6 meses,"Buscar en la prensa o radio, Bscar por Internet",Si - Entre dos a 4 aÐos de experiencia laboral,,,,,,,,
4/23/18 14:33,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/23/18 16:01,Pichincha,Zona Urbana,Becas de Excelencia,2012.00,2014,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Enviando o presentando hojas de vida (carpeta),Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Mejorado,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 17:11,Pichincha,Zona Urbana,Becas de Excelencia,2012.00,2017,Ttulo de tercer nivel,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 6 meses,hace 6 meses,"Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",No,,,,,,,,
4/23/18 17:18,Guayas,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ingeniera, industria y construccin",SI,Enfermedad o accidente,SI,Si,Ms del 75%,Academia,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Entre 2000 a 2500 dlares,Se desplaza (distintos lugares),100 y ms,Contento,Estoy contento con mi trabajo,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horas de trabajo necesarias para obtener un ingreso suficiente
4/23/18 18:30,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2013,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Enviando o presentando hojas de vida (carpeta),Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,Menos de 40 horas,,,,,,Porque su trabajo as lo exige,No desea trabajar ms horas,S,Hasta 10 horas ms,Conseguir recursos financieros adicionales,,
4/23/18 18:40,Napo,Zona Rural,Convocatoria Abierta,2012.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,No,Entre el 25% y el 50%,Academia,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Buscando en la prensa o radio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Mejorado,Si,40 horas o ms,,,,,,,,,,,,"Horario normal, Horas extras"
4/23/18 20:14,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ciencias naturales, matemticas y estadstica",SI,Vacaciones o das feriados,SI,Si,Menos del 25%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Enviando o presentando hojas de vida (carpeta)",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,Menos de 100,Contento,Estoy contento con mi trabajo,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 21:24,Tungurahua,Zona Urbana,Becas de Excelencia,2012.00,2013,Maestria,Educacin,SI,,SI,Si,Ms del 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),Hablando con amigos o parientes,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,"Horario normal, Horas extras"
4/23/18 21:34,Cotopaxi,Zona Urbana,Becas de Excelencia,2012.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 6 meses,hace 6 meses,"Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Ms de 4 aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
4/23/18 22:13,Loja,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,SI,No,Entre el 25% y el 50%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (ms de 1 aÐo),Enviando o presentando hojas de vida (carpeta),Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por excesiva carga de trabajo en horarios normales, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",No trabajaba anteriormente,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/24/18 00:30,Azuay,Zona Urbana,Convocatoria Abierta,2012.00,2014,Doctorado,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes,Empeor,No,Menos de 40 horas,,,,,,Porque su trabajo as lo exige,Cambiar el (los) trabajo (s) actual (es) por otro trabajo con ms horas,S,Hasta 10 horas ms,"Buscar ms trabajo, Presentar solicitud a otros empleadores",Porque no trabaja jornada completa,
4/24/18 04:35,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,No,Entre el 25% y el 50%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Enviando o presentando hojas de vida (carpeta),Entre 500 a 1000 dlares mensuales,Se desplaza (distintos lugares),Menos de 100,Poco Contento,Por no poder trabajar en el rea de su especializacin,Empeor,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/24/18 15:07,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Volv a mi trabajo anterior, Otra gestin",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,Menos de 100,Contento,,Sigue igual,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/24/18 16:03,Los Ros,Zona Urbana,Convocatoria Abierta,2012.00,2017,Doctorado,"Agricultura, silvicultura, pesca y veterinaria",SI,,SI,Si,Entre el 25% y el 50%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Sigue igual,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/24/18 17:33,Loja,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horas extras
4/24/18 18:06,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/24/18 21:01,Guayas,Zona Urbana,Convocatoria Abierta,2012.00,2018,Doctorado,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 1 mes,"Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/24/18 21:12,Guayas,Zona Urbana,Otras,2012.00,2017,Otro,Salud y bienestar,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Menos de dos aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
4/25/18 01:06,Imbabura,Zona Urbana,Becas de Excelencia,2012.00,2014,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Entre el 50% y el 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Tratando de establecer su propio taller, empresa o negocio, Enviando o presentando hojas de vida (carpeta)",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por tener ingresos bajos, Por excesiva carga de trabajo en horarios normales, Por las pocas posibilidades de progresar",Empeor,No,40 horas o ms,,,,,,,,,,,,"Exceso de trabajo o clientes, Horas de trabajo necesarias para obtener un ingreso suficiente"
4/25/18 01:12,Guayas,Zona Rural,Becas de Excelencia,2012.00,2015,Ttulo de tercer nivel,"Agricultura, silvicultura, pesca y veterinaria",SI,,SI,Si,Entre el 25% y el 50%,Sector Privado,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Buscando en la prensa o radio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por tener ingresos bajos, Por muchas horas de trabajo, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Mejorado,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/26/18 04:40,Pichincha,Zona Urbana,Otras,2012.00,2016,Doctorado,"Ciencias naturales, matemticas y estadstica",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 1 semana,Bscar por Internet,Si - Ms de 4 aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
4/26/18 22:54,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
5/2/18 13:56,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Hablando con amigos o parientes,Entre 1500 a 2000 dlares,Local de una empresa o del patrono,Menos de 100,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
5/3/18 05:59,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2020,Doctorado,Tecnologas de la informacin y la comunicacin,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 6 meses,"Acudir a sitios de contratacin temporal, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
